t,th1,th2,dth1,dth2
0.046,-0.00606568,0.00434035,-0.263724,0.188709
0.0461,-0.00609208,0.00435925,-0.264298,0.189119
0.0462,-0.00611854,0.00437818,-0.264871,0.189529
0.0463,-0.00614506,0.00439715,-0.265444,0.189939
0.0464,-0.00617163,0.00441617,-0.266018,0.19035
0.0465,-0.00619826,0.00443522,-0.266591,0.19076
0.0466,-0.00622495,0.00445432,-0.267164,0.19117
0.0467,-0.00625169,0.00447346,-0.267737,0.19158
0.0468,-0.0062785,0.00449263,-0.268311,0.19199
0.0469,-0.00630536,0.00451185,-0.268884,0.192401
0.047,-0.00633227,0.00453111,-0.269457,0.192811
0.0471,-0.00635925,0.00455042,-0.270031,0.193221
0.0472,-0.00638628,0.00456976,-0.270604,0.193631
0.0473,-0.00641337,0.00458914,-0.271177,0.194041
0.0474,-0.00644052,0.00460857,-0.271751,0.194452
0.0475,-0.00646772,0.00462803,-0.272324,0.194862
0.0476,-0.00649498,0.00464754,-0.272897,0.195272
0.0477,-0.0065223,0.00466709,-0.27347,0.195682
0.0478,-0.00654967,0.00468668,-0.274044,0.196092
0.0479,-0.00657711,0.00470631,-0.274617,0.196503
0.048,-0.0066046,0.00472598,-0.27519,0.196913
0.0481,-0.00663215,0.00474569,-0.275764,0.197323
0.0482,-0.00665975,0.00476544,-0.276337,0.197733
0.0483,-0.00668741,0.00478523,-0.27691,0.198143
0.0484,-0.00671513,0.00480507,-0.277483,0.198554
0.0485,-0.00674291,0.00482495,-0.278057,0.198964
0.0486,-0.00677074,0.00484486,-0.27863,0.199374
0.0487,-0.00679864,0.00486482,-0.279203,0.199784
0.0488,-0.00682658,0.00488482,-0.279777,0.200194
0.0489,-0.00685459,0.00490486,-0.28035,0.200605
0.049,-0.00688265,0.00492494,-0.280923,0.201015
0.0491,-0.00691078,0.00494506,-0.281497,0.201425
0.0492,-0.00693895,0.00496522,-0.28207,0.201835
0.0493,-0.00696719,0.00498543,-0.282643,0.202245
0.0494,-0.00699548,0.00500567,-0.283216,0.202656
0.0495,-0.00702383,0.00502596,-0.28379,0.203066
0.0496,-0.00705224,0.00504629,-0.284363,0.203476
0.0497,-0.00708071,0.00506666,-0.284936,0.203886
0.0498,-0.00710923,0.00508706,-0.28551,0.204296
0.0499,-0.00713781,0.00510751,-0.286083,0.204707
0.05,-0.00716644,0.00512801,-0.286656,0.205117
0.0501,-0.00719514,0.00514854,-0.287229,0.205527
0.0502,-0.00722389,0.00516911,-0.287803,0.205937
0.0503,-0.0072527,0.00518973,-0.288376,0.206347
0.0504,-0.00728157,0.00521038,-0.288949,0.206758
0.0505,-0.00731049,0.00523108,-0.289523,0.207168
0.0506,-0.00733947,0.00525181,-0.290096,0.207578
0.0507,-0.00736851,0.00527259,-0.290669,0.207988
0.0508,-0.0073976,0.00529341,-0.291243,0.208398
0.0509,-0.00742676,0.00531427,-0.291816,0.208808
0.051,-0.00745597,0.00533517,-0.292389,0.209219
0.0511,-0.00748523,0.00535612,-0.292962,0.209629
0.0512,-0.00751456,0.0053771,-0.293536,0.210039
0.0513,-0.00754394,0.00539812,-0.294109,0.210449
0.0514,-0.00757338,0.00541919,-0.294682,0.210859
0.0515,-0.00760288,0.0054403,-0.295256,0.21127
0.0516,-0.00763243,0.00546144,-0.295829,0.21168
0.0517,-0.00766204,0.00548263,-0.296402,0.21209
0.0518,-0.00769171,0.00550386,-0.296975,0.2125
0.0519,-0.00772144,0.00552513,-0.297549,0.21291
0.052,-0.00775122,0.00554644,-0.298122,0.213321
0.0521,-0.00778106,0.0055678,-0.298695,0.213731
0.0522,-0.00781096,0.00558919,-0.299269,0.214141
0.0523,-0.00784092,0.00561062,-0.299842,0.214551
0.0524,-0.00787093,0.0056321,-0.300415,0.214961
0.0525,-0.007901,0.00565362,-0.300988,0.215371
0.0526,-0.00793113,0.00567517,-0.301562,0.215782
0.0527,-0.00796131,0.00569677,-0.302135,0.216192
0.0528,-0.00799155,0.00571841,-0.302708,0.216602
0.0529,-0.00802185,0.00574009,-0.303282,0.217012
0.053,-0.00805221,0.00576181,-0.303855,0.217422
0.0531,-0.00808262,0.00578358,-0.304428,0.217833
0.0532,-0.0081131,0.00580538,-0.305001,0.218243
0.0533,-0.00814363,0.00582723,-0.305575,0.218653
0.0534,-0.00817421,0.00584911,-0.306148,0.219063
0.0535,-0.00820485,0.00587104,-0.306721,0.219473
0.0536,-0.00823556,0.00589301,-0.307295,0.219883
0.0537,-0.00826631,0.00591501,-0.307868,0.220294
0.0538,-0.00829713,0.00593706,-0.308441,0.220704
0.0539,-0.008328,0.00595916,-0.309014,0.221114
0.054,-0.00835893,0.00598129,-0.309588,0.221524
0.0541,-0.00838992,0.00600346,-0.310161,0.221934
0.0542,-0.00842096,0.00602567,-0.310734,0.222344
0.0543,-0.00845207,0.00604793,-0.311308,0.222755
0.0544,-0.00848323,0.00607023,-0.311881,0.223165
0.0545,-0.00851444,0.00609256,-0.312454,0.223575
0.0546,-0.00854572,0.00611494,-0.313027,0.223985
0.0547,-0.00857705,0.00613736,-0.313601,0.224395
0.0548,-0.00860844,0.00615982,-0.314174,0.224805
0.0549,-0.00863988,0.00618232,-0.314747,0.225216
0.055,-0.00867139,0.00620486,-0.315321,0.225626
0.0551,-0.00870295,0.00622745,-0.315894,0.226036
0.0552,-0.00873456,0.00625007,-0.316467,0.226446
0.0553,-0.00876624,0.00627273,-0.31704,0.226856
0.0554,-0.00879797,0.00629544,-0.317614,0.227266
0.0555,-0.00882976,0.00631819,-0.318187,0.227677
0.0556,-0.00886161,0.00634098,-0.31876,0.228087
0.0557,-0.00889352,0.00636381,-0.319334,0.228497
0.0558,-0.00892548,0.00638668,-0.319907,0.228907
0.0559,-0.0089575,0.00640959,-0.32048,0.229317
0.056,-0.00898957,0.00643254,-0.321053,0.229727
0.0561,-0.00902171,0.00645553,-0.321627,0.230138
0.0562,-0.0090539,0.00647857,-0.3222,0.230548
0.0563,-0.00908615,0.00650164,-0.322773,0.230958
0.0564,-0.00911845,0.00652476,-0.323347,0.231368
0.0565,-0.00915082,0.00654792,-0.32392,0.231778
0.0566,-0.00918324,0.00657111,-0.324493,0.232188
0.0567,-0.00921572,0.00659435,-0.325066,0.232599
0.0568,-0.00924825,0.00661763,-0.32564,0.233009
0.0569,-0.00928084,0.00664096,-0.326213,0.233419
0.057,-0.00931349,0.00666432,-0.326786,0.233829
0.0571,-0.0093462,0.00668772,-0.32736,0.234239
0.0572,-0.00937896,0.00671117,-0.327933,0.234649
0.0573,-0.00941179,0.00673465,-0.328506,0.23506
0.0574,-0.00944467,0.00675818,-0.329079,0.23547
0.0575,-0.0094776,0.00678174,-0.329653,0.23588
0.0576,-0.0095106,0.00680535,-0.330226,0.23629
0.0577,-0.00954365,0.006829,-0.330799,0.2367
0.0578,-0.00957676,0.00685269,-0.331372,0.23711
0.0579,-0.00960992,0.00687642,-0.331946,0.23752
0.058,-0.00964315,0.0069002,-0.332519,0.237931
0.0581,-0.00967643,0.00692401,-0.333092,0.238341
0.0582,-0.00970976,0.00694787,-0.333666,0.238751
0.0583,-0.00974316,0.00697176,-0.334239,0.239161
0.0584,-0.00977661,0.0069957,-0.334812,0.239571
0.0585,-0.00981012,0.00701968,-0.335385,0.239981
0.0586,-0.00984369,0.00704369,-0.335959,0.240391
0.0587,-0.00987731,0.00706775,-0.336532,0.240802
0.0588,-0.009911,0.00709185,-0.337105,0.241212
0.0589,-0.00994473,0.007116,-0.337678,0.241622
0.059,-0.00997853,0.00714018,-0.338252,0.242032
0.0591,-0.0100124,0.0071644,-0.338825,0.242442
0.0592,-0.0100463,0.00718867,-0.339398,0.242852
0.0593,-0.0100803,0.00721297,-0.339972,0.243262
0.0594,-0.0101143,0.00723732,-0.340545,0.243673
0.0595,-0.0101484,0.00726171,-0.341118,0.244083
0.0596,-0.0101825,0.00728614,-0.341691,0.244493
0.0597,-0.0102167,0.00731061,-0.342265,0.244903
0.0598,-0.010251,0.00733512,-0.342838,0.245313
0.0599,-0.0102853,0.00735967,-0.343411,0.245723
0.06,-0.0103196,0.00738426,-0.343984,0.246133
0.0601,-0.0103541,0.0074089,-0.344558,0.246544
0.0602,-0.0103886,0.00743357,-0.345131,0.246954
0.0603,-0.0104231,0.00745829,-0.345704,0.247364
0.0604,-0.0104577,0.00748304,-0.346277,0.247774
0.0605,-0.0104924,0.00750784,-0.346851,0.248184
0.0606,-0.0105271,0.00753268,-0.347424,0.248594
0.0607,-0.0105618,0.00755756,-0.347997,0.249004
0.0608,-0.0105967,0.00758248,-0.348571,0.249415
0.0609,-0.0106316,0.00760744,-0.349144,0.249825
0.061,-0.0106665,0.00763245,-0.349717,0.250235
0.0611,-0.0107015,0.00765749,-0.35029,0.250645
0.0612,-0.0107366,0.00768257,-0.350864,0.251055
0.0613,-0.0107717,0.0077077,-0.351437,0.251465
0.0614,-0.0108068,0.00773287,-0.35201,0.251875
0.0615,-0.0108421,0.00775808,-0.352583,0.252285
0.0616,-0.0108774,0.00778332,-0.353157,0.252696
0.0617,-0.0109127,0.00780861,-0.35373,0.253106
0.0618,-0.0109481,0.00783395,-0.354303,0.253516
0.0619,-0.0109836,0.00785932,-0.354876,0.253926
0.062,-0.0110191,0.00788473,-0.35545,0.254336
0.0621,-0.0110547,0.00791018,-0.356023,0.254746
0.0622,-0.0110903,0.00793568,-0.356596,0.255156
0.0623,-0.011126,0.00796122,-0.35717,0.255566
0.0624,-0.0111617,0.00798679,-0.357743,0.255977
0.0625,-0.0111975,0.00801241,-0.358316,0.256387
0.0626,-0.0112334,0.00803807,-0.358889,0.256797
0.0627,-0.0112693,0.00806377,-0.359463,0.257207
0.0628,-0.0113053,0.00808951,-0.360036,0.257617
0.0629,-0.0113413,0.00811529,-0.360609,0.258027
0.063,-0.0113774,0.00814112,-0.361182,0.258437
0.0631,-0.0114135,0.00816698,-0.361756,0.258847
0.0632,-0.0114498,0.00819289,-0.362329,0.259257
0.0633,-0.011486,0.00821883,-0.362902,0.259668
0.0634,-0.0115223,0.00824482,-0.363475,0.260078
0.0635,-0.0115587,0.00827085,-0.364049,0.260488
0.0636,-0.0115951,0.00829692,-0.364622,0.260898
0.0637,-0.0116316,0.00832303,-0.365195,0.261308
0.0638,-0.0116682,0.00834918,-0.365768,0.261718
0.0639,-0.0117048,0.00837537,-0.366342,0.262128
0.064,-0.0117414,0.00840161,-0.366915,0.262538
0.0641,-0.0117782,0.00842788,-0.367488,0.262948
0.0642,-0.0118149,0.00845419,-0.368061,0.263359
0.0643,-0.0118518,0.00848055,-0.368635,0.263769
0.0644,-0.0118887,0.00850695,-0.369208,0.264179
0.0645,-0.0119256,0.00853339,-0.369781,0.264589
0.0646,-0.0119626,0.00855987,-0.370354,0.264999
0.0647,-0.0119997,0.00858639,-0.370928,0.265409
0.0648,-0.0120368,0.00861295,-0.371501,0.265819
0.0649,-0.012074,0.00863955,-0.372074,0.266229
0.065,-0.0121112,0.00866619,-0.372647,0.266639
0.0651,-0.0121485,0.00869288,-0.373221,0.267049
0.0652,-0.0121859,0.0087196,-0.373794,0.267459
0.0653,-0.0122233,0.00874637,-0.374367,0.26787
0.0654,-0.0122607,0.00877318,-0.37494,0.26828
0.0655,-0.0122983,0.00880003,-0.375514,0.26869
0.0656,-0.0123358,0.00882692,-0.376087,0.2691
0.0657,-0.0123735,0.00885385,-0.37666,0.26951
0.0658,-0.0124112,0.00888082,-0.377233,0.26992
0.0659,-0.0124489,0.00890783,-0.377807,0.27033
0.066,-0.0124867,0.00893488,-0.37838,0.27074
0.0661,-0.0125246,0.00896198,-0.378953,0.27115
0.0662,-0.0125625,0.00898911,-0.379526,0.27156
0.0663,-0.0126005,0.00901629,-0.3801,0.27197
0.0664,-0.0126386,0.00904351,-0.380673,0.272381
0.0665,-0.0126766,0.00907077,-0.381246,0.272791
0.0666,-0.0127148,0.00909807,-0.381819,0.273201
0.0667,-0.012753,0.00912541,-0.382393,0.273611
0.0668,-0.0127913,0.00915279,-0.382966,0.274021
0.0669,-0.0128296,0.00918021,-0.383539,0.274431
0.067,-0.012868,0.00920767,-0.384112,0.274841
0.0671,-0.0129064,0.00923518,-0.384686,0.275251
0.0672,-0.0129449,0.00926272,-0.385259,0.275661
0.0673,-0.0129835,0.00929031,-0.385832,0.276071
0.0674,-0.0130221,0.00931794,-0.386405,0.276481
0.0675,-0.0130608,0.00934561,-0.386979,0.276891
0.0676,-0.0130995,0.00937332,-0.387552,0.277301
0.0677,-0.0131383,0.00940107,-0.388125,0.277712
0.0678,-0.0131771,0.00942886,-0.388698,0.278122
0.0679,-0.013216,0.00945669,-0.389271,0.278532
0.068,-0.013255,0.00948457,-0.389845,0.278942
0.0681,-0.013294,0.00951248,-0.390418,0.279352
0.0682,-0.0133331,0.00954044,-0.390991,0.279762
0.0683,-0.0133722,0.00956843,-0.391564,0.280172
0.0684,-0.0134114,0.00959647,-0.392138,0.280582
0.0685,-0.0134506,0.00962455,-0.392711,0.280992
0.0686,-0.0134899,0.00965267,-0.393284,0.281402
0.0687,-0.0135293,0.00968083,-0.393857,0.281812
0.0688,-0.0135687,0.00970903,-0.394431,0.282222
0.0689,-0.0136081,0.00973727,-0.395004,0.282632
0.069,-0.0136477,0.00976556,-0.395577,0.283042
0.0691,-0.0136873,0.00979388,-0.39615,0.283452
0.0692,-0.0137269,0.00982225,-0.396724,0.283862
0.0693,-0.0137666,0.00985066,-0.397297,0.284273
0.0694,-0.0138064,0.0098791,-0.39787,0.284683
0.0695,-0.0138462,0.00990759,-0.398443,0.285093
0.0696,-0.0138861,0.00993612,-0.399016,0.285503
0.0697,-0.013926,0.00996469,-0.39959,0.285913
0.0698,-0.013966,0.0099933,-0.400163,0.286323
0.0699,-0.014006,0.010022,-0.400736,0.286733
0.07,-0.0140461,0.0100507,-0.401309,0.287143
0.0701,-0.0140863,0.0100794,-0.401883,0.287553
0.0702,-0.0141265,0.0101082,-0.402456,0.287963
0.0703,-0.0141668,0.010137,-0.403029,0.288373
0.0704,-0.0142071,0.0101658,-0.403602,0.288783
0.0705,-0.0142475,0.0101947,-0.404176,0.289193
0.0706,-0.0142879,0.0102237,-0.404749,0.289603
0.0707,-0.0143284,0.0102527,-0.405322,0.290013
0.0708,-0.014369,0.0102817,-0.405895,0.290423
0.0709,-0.0144096,0.0103107,-0.406468,0.290833
0.071,-0.0144503,0.0103398,-0.407042,0.291243
0.0711,-0.014491,0.010369,-0.407615,0.291653
0.0712,-0.0145318,0.0103982,-0.408188,0.292063
0.0713,-0.0145727,0.0104274,-0.408761,0.292473
0.0714,-0.0146136,0.0104567,-0.409335,0.292883
0.0715,-0.0146545,0.010486,-0.409908,0.293293
0.0716,-0.0146956,0.0105153,-0.410481,0.293703
0.0717,-0.0147366,0.0105447,-0.411054,0.294113
0.0718,-0.0147778,0.0105742,-0.411627,0.294523
0.0719,-0.014819,0.0106036,-0.412201,0.294934
0.072,-0.0148602,0.0106331,-0.412774,0.295344
0.0721,-0.0149015,0.0106627,-0.413347,0.295754
0.0722,-0.0149429,0.0106923,-0.41392,0.296164
0.0723,-0.0149843,0.0107219,-0.414493,0.296574
0.0724,-0.0150258,0.0107516,-0.415067,0.296984
0.0725,-0.0150673,0.0107813,-0.41564,0.297394
0.0726,-0.0151089,0.0108111,-0.416213,0.297804
0.0727,-0.0151506,0.0108409,-0.416786,0.298214
0.0728,-0.0151923,0.0108707,-0.41736,0.298624
0.0729,-0.015234,0.0109006,-0.417933,0.299034
0.073,-0.0152758,0.0109305,-0.418506,0.299444
0.0731,-0.0153177,0.0109605,-0.419079,0.299854
0.0732,-0.0153597,0.0109905,-0.419652,0.300264
0.0733,-0.0154017,0.0110205,-0.420226,0.300674
0.0734,-0.0154437,0.0110506,-0.420799,0.301084
0.0735,-0.0154858,0.0110808,-0.421372,0.301494
0.0736,-0.015528,0.0111109,-0.421945,0.301904
0.0737,-0.0155702,0.0111411,-0.422518,0.302314
0.0738,-0.0156125,0.0111714,-0.423092,0.302724
0.0739,-0.0156548,0.0112017,-0.423665,0.303134
0.074,-0.0156972,0.011232,-0.424238,0.303544
0.0741,-0.0157397,0.0112624,-0.424811,0.303954
0.0742,-0.0157822,0.0112928,-0.425384,0.304364
0.0743,-0.0158247,0.0113233,-0.425958,0.304774
0.0744,-0.0158674,0.0113538,-0.426531,0.305184
0.0745,-0.0159101,0.0113843,-0.427104,0.305594
0.0746,-0.0159528,0.0114149,-0.427677,0.306004
0.0747,-0.0159956,0.0114455,-0.42825,0.306414
0.0748,-0.0160384,0.0114762,-0.428824,0.306824
0.0749,-0.0160814,0.0115069,-0.429397,0.307234
0.075,-0.0161243,0.0115376,-0.42997,0.307644
0.0751,-0.0161673,0.0115684,-0.430543,0.308054
0.0752,-0.0162104,0.0115992,-0.431116,0.308464
0.0753,-0.0162536,0.0116301,-0.43169,0.308874
0.0754,-0.0162968,0.011661,-0.432263,0.309284
0.0755,-0.01634,0.011692,-0.432836,0.309693
0.0756,-0.0163833,0.0117229,-0.433409,0.310103
0.0757,-0.0164267,0.011754,-0.433982,0.310513
0.0758,-0.0164701,0.011785,-0.434556,0.310923
0.0759,-0.0165136,0.0118162,-0.435129,0.311333
0.076,-0.0165572,0.0118473,-0.435702,0.311743
0.0761,-0.0166008,0.0118785,-0.436275,0.312153
0.0762,-0.0166444,0.0119097,-0.436848,0.312563
0.0763,-0.0166881,0.011941,-0.437422,0.312973
0.0764,-0.0167319,0.0119723,-0.437995,0.313383
0.0765,-0.0167757,0.0120037,-0.438568,0.313793
0.0766,-0.0168196,0.0120351,-0.439141,0.314203
0.0767,-0.0168636,0.0120665,-0.439714,0.314613
0.0768,-0.0169076,0.012098,-0.440288,0.315023
0.0769,-0.0169516,0.0121295,-0.440861,0.315433
0.077,-0.0169957,0.0121611,-0.441434,0.315843
0.0771,-0.0170399,0.0121927,-0.442007,0.316253
0.0772,-0.0170841,0.0122244,-0.44258,0.316663
0.0773,-0.0171284,0.012256,-0.443153,0.317073
0.0774,-0.0171728,0.0122878,-0.443727,0.317483
0.0775,-0.0172172,0.0123195,-0.4443,0.317893
0.0776,-0.0172616,0.0123513,-0.444873,0.318303
0.0777,-0.0173061,0.0123832,-0.445446,0.318713
0.0778,-0.0173507,0.0124151,-0.446019,0.319123
0.0779,-0.0173953,0.012447,-0.446593,0.319532
0.078,-0.01744,0.012479,-0.447166,0.319942
0.0781,-0.0174848,0.012511,-0.447739,0.320352
0.0782,-0.0175296,0.0125431,-0.448312,0.320762
0.0783,-0.0175744,0.0125752,-0.448885,0.321172
0.0784,-0.0176193,0.0126073,-0.449458,0.321582
0.0785,-0.0176643,0.0126395,-0.450032,0.321992
0.0786,-0.0177094,0.0126717,-0.450605,0.322402
0.0787,-0.0177544,0.012704,-0.451178,0.322812
0.0788,-0.0177996,0.0127363,-0.451751,0.323222
0.0789,-0.0178448,0.0127686,-0.452324,0.323632
0.079,-0.0178901,0.012801,-0.452897,0.324042
0.0791,-0.0179354,0.0128334,-0.453471,0.324452
0.0792,-0.0179808,0.0128659,-0.454044,0.324862
0.0793,-0.0180262,0.0128984,-0.454617,0.325271
0.0794,-0.0180717,0.0129309,-0.45519,0.325681
0.0795,-0.0181172,0.0129635,-0.455763,0.326091
0.0796,-0.0181628,0.0129962,-0.456336,0.326501
0.0797,-0.0182085,0.0130288,-0.45691,0.326911
0.0798,-0.0182542,0.0130615,-0.457483,0.327321
0.0799,-0.0183,0.0130943,-0.458056,0.327731
0.08,-0.0183458,0.0131271,-0.458629,0.328141
0.0801,-0.0183917,0.0131599,-0.459202,0.328551
0.0802,-0.0184377,0.0131928,-0.459775,0.328961
0.0803,-0.0184837,0.0132257,-0.460349,0.329371
0.0804,-0.0185297,0.0132587,-0.460922,0.32978
0.0805,-0.0185759,0.0132917,-0.461495,0.33019
0.0806,-0.018622,0.0133247,-0.462068,0.3306
0.0807,-0.0186683,0.0133578,-0.462641,0.33101
0.0808,-0.0187146,0.0133909,-0.463214,0.33142
0.0809,-0.0187609,0.0134241,-0.463788,0.33183
0.081,-0.0188073,0.0134573,-0.464361,0.33224
0.0811,-0.0188538,0.0134905,-0.464934,0.33265
0.0812,-0.0189003,0.0135238,-0.465507,0.33306
0.0813,-0.0189469,0.0135571,-0.46608,0.333469
0.0814,-0.0189935,0.0135905,-0.466653,0.333879
0.0815,-0.0190402,0.0136239,-0.467227,0.334289
0.0816,-0.019087,0.0136574,-0.4678,0.334699
0.0817,-0.0191338,0.0136908,-0.468373,0.335109
0.0818,-0.0191806,0.0137244,-0.468946,0.335519
0.0819,-0.0192276,0.0137579,-0.469519,0.335929
0.082,-0.0192745,0.0137916,-0.470092,0.336339
0.0821,-0.0193216,0.0138252,-0.470665,0.336748
0.0822,-0.0193687,0.0138589,-0.471239,0.337158
0.0823,-0.0194158,0.0138926,-0.471812,0.337568
0.0824,-0.019463,0.0139264,-0.472385,0.337978
0.0825,-0.0195103,0.0139602,-0.472958,0.338388
0.0826,-0.0195576,0.0139941,-0.473531,0.338798
0.0827,-0.019605,0.014028,-0.474104,0.339208
0.0828,-0.0196524,0.0140619,-0.474677,0.339617
0.0829,-0.0196999,0.0140959,-0.475251,0.340027
0.083,-0.0197475,0.0141299,-0.475824,0.340437
0.0831,-0.0197951,0.014164,-0.476397,0.340847
0.0832,-0.0198428,0.0141981,-0.47697,0.341257
0.0833,-0.0198905,0.0142323,-0.477543,0.341667
0.0834,-0.0199383,0.0142665,-0.478116,0.342077
0.0835,-0.0199861,0.0143007,-0.478689,0.342486
0.0836,-0.020034,0.0143349,-0.479263,0.342896
0.0837,-0.020082,0.0143693,-0.479836,0.343306
0.0838,-0.02013,0.0144036,-0.480409,0.343716
0.0839,-0.0201781,0.014438,-0.480982,0.344126
0.084,-0.0202262,0.0144724,-0.481555,0.344536
0.0841,-0.0202744,0.0145069,-0.482128,0.344945
0.0842,-0.0203226,0.0145414,-0.482701,0.345355
0.0843,-0.0203709,0.014576,-0.483274,0.345765
0.0844,-0.0204193,0.0146106,-0.483848,0.346175
0.0845,-0.0204677,0.0146452,-0.484421,0.346585
0.0846,-0.0205162,0.0146799,-0.484994,0.346995
0.0847,-0.0205647,0.0147146,-0.485567,0.347404
0.0848,-0.0206133,0.0147494,-0.48614,0.347814
0.0849,-0.0206619,0.0147842,-0.486713,0.348224
0.085,-0.0207106,0.014819,-0.487286,0.348634
0.0851,-0.0207594,0.0148539,-0.487859,0.349044
0.0852,-0.0208082,0.0148888,-0.488433,0.349453
0.0853,-0.0208571,0.0149238,-0.489006,0.349863
0.0854,-0.020906,0.0149588,-0.489579,0.350273
0.0855,-0.020955,0.0149938,-0.490152,0.350683
0.0856,-0.021004,0.0150289,-0.490725,0.351093
0.0857,-0.0210531,0.0150641,-0.491298,0.351502
0.0858,-0.0211023,0.0150992,-0.491871,0.351912
0.0859,-0.0211515,0.0151344,-0.492444,0.352322
0.086,-0.0212008,0.0151697,-0.493017,0.352732
0.0861,-0.0212501,0.015205,-0.493591,0.353142
0.0862,-0.0212995,0.0152403,-0.494164,0.353551
0.0863,-0.0213489,0.0152757,-0.494737,0.353961
0.0864,-0.0213984,0.0153111,-0.49531,0.354371
0.0865,-0.021448,0.0153466,-0.495883,0.354781
0.0866,-0.0214976,0.0153821,-0.496456,0.35519
0.0867,-0.0215473,0.0154176,-0.497029,0.3556
0.0868,-0.021597,0.0154532,-0.497602,0.35601
0.0869,-0.0216468,0.0154888,-0.498175,0.35642
0.087,-0.0216966,0.0155245,-0.498749,0.35683
0.0871,-0.0217465,0.0155602,-0.499322,0.357239
0.0872,-0.0217965,0.0155959,-0.499895,0.357649
0.0873,-0.0218465,0.0156317,-0.500468,0.358059
0.0874,-0.0218966,0.0156675,-0.501041,0.358469
0.0875,-0.0219467,0.0157034,-0.501614,0.358878
0.0876,-0.0219969,0.0157393,-0.502187,0.359288
0.0877,-0.0220472,0.0157753,-0.50276,0.359698
0.0878,-0.0220975,0.0158113,-0.503333,0.360108
0.0879,-0.0221478,0.0158473,-0.503906,0.360517
0.088,-0.0221983,0.0158834,-0.50448,0.360927
0.0881,-0.0222487,0.0159195,-0.505053,0.361337
0.0882,-0.0222993,0.0159556,-0.505626,0.361747
0.0883,-0.0223499,0.0159918,-0.506199,0.362156
0.0884,-0.0224005,0.0160281,-0.506772,0.362566
0.0885,-0.0224512,0.0160643,-0.507345,0.362976
0.0886,-0.022502,0.0161007,-0.507918,0.363386
0.0887,-0.0225528,0.016137,-0.508491,0.363795
0.0888,-0.0226037,0.0161734,-0.509064,0.364205
0.0889,-0.0226546,0.0162099,-0.509637,0.364615
0.089,-0.0227056,0.0162463,-0.51021,0.365025
0.0891,-0.0227567,0.0162829,-0.510783,0.365434
0.0892,-0.0228078,0.0163194,-0.511357,0.365844
0.0893,-0.0228589,0.016356,-0.51193,0.366254
0.0894,-0.0229101,0.0163927,-0.512503,0.366663
0.0895,-0.0229614,0.0164294,-0.513076,0.367073
0.0896,-0.0230128,0.0164661,-0.513649,0.367483
0.0897,-0.0230642,0.0165029,-0.514222,0.367893
0.0898,-0.0231156,0.0165397,-0.514795,0.368302
0.0899,-0.0231671,0.0165765,-0.515368,0.368712
0.09,-0.0232187,0.0166134,-0.515941,0.369122
0.0901,-0.0232703,0.0166503,-0.516514,0.369531
0.0902,-0.023322,0.0166873,-0.517087,0.369941
0.0903,-0.0233737,0.0167243,-0.51766,0.370351
0.0904,-0.0234255,0.0167614,-0.518233,0.37076
0.0905,-0.0234774,0.0167985,-0.518807,0.37117
0.0906,-0.0235293,0.0168356,-0.51938,0.37158
0.0907,-0.0235812,0.0168728,-0.519953,0.371989
0.0908,-0.0236333,0.01691,-0.520526,0.372399
0.0909,-0.0236853,0.0169473,-0.521099,0.372809
0.091,-0.0237375,0.0169846,-0.521672,0.373219
0.0911,-0.0237897,0.0170219,-0.522245,0.373628
0.0912,-0.0238419,0.0170593,-0.522818,0.374038
0.0913,-0.0238942,0.0170967,-0.523391,0.374448
0.0914,-0.0239466,0.0171342,-0.523964,0.374857
0.0915,-0.023999,0.0171717,-0.524537,0.375267
0.0916,-0.0240515,0.0172092,-0.52511,0.375677
0.0917,-0.0241041,0.0172468,-0.525683,0.376086
0.0918,-0.0241567,0.0172845,-0.526256,0.376496
0.0919,-0.0242093,0.0173221,-0.526829,0.376906
0.092,-0.024262,0.0173598,-0.527402,0.377315
0.0921,-0.0243148,0.0173976,-0.527975,0.377725
0.0922,-0.0243676,0.0174354,-0.528548,0.378134
